category,title,post_slug,image_src,image_alt,post_content,post_excerpt 
Spain,"A deputy from the PP to Robles: 'The pumps are very different from you, it seems that they are smart'",a-deputy-from-the-pp-to-robles-the-pumps-are-very-different-from-you-it-seems-that-they-are-smart,http://res.freestockphotos.biz/pictures/15/15814-a-police-officer-receiving-a-vaccination-shot-from-his-doctor-pv.jpg,"A deputy from the PP to Robles: 'The pumps are very different from you, it seems that they are smart'","<p> The PP deputy <strong> Ricardo Tarno </strong> said Wednesday to the Minister of Defense, <strong> Margarita Robles </strong>, that 'maybe' would have to 'install' the device the 400 'smart' precision bombs sold to Saudi Arabia 'so that it does not go wrong' as when it announced that it was suspending its sale. </p> <p> 'The bombs are very different from you, because the bombs seem to be they are intelligent and you lack intelligence in this performance, 'Tarno has told Robles when asked a question in the control session of the Congress, provoking protests in the seats of the socialist parliamentary group. </p> <p> While the president of the Lower House, <strong> Ana Pastor </strong>, asked for silence, the PP deputy gave his prescription to the minister so that he would not 'go wrong' as he did, according to him, when he disassociated the delivery of the bombs to Arabia Saudi to buy Navantia five corvettes for val or 1,800 million euros and guaranteeing 6,000 jobs in Cádiz. </p> <p>  Robles has chosen not to answer  </p> <p> Margarita Robles has not mentioned his response to these reflections by the popular parliamentarian, who has demanded his resignation 'for his own good and that of Spain', and has simply rejected 'lessons' from his group, given the management made by the previous Government of the PP regarding public shipyards. </p> <p> Thus, he reminded him that he had to travel to Cartagena (Murcia) to 'solve' the problem of the delay in the contract of the submarine S-80, which has already cost 1,800 million euros to all Spaniards, and that had the workers of Navantia 'very angry' because the PP had not solved their technical problems. </p> <p> He has also explained how the F-100 frigates are 'Paralyzed' in Ferrol (La Coruña) 'maybe because there is some missile of some business interests', has pointed, that have led to paralyze the project to the point that the president of the Xunta, Alberto Núñez Feijóo, has asked for a solution to the Government. </p> <p> 'Lessons no, because as a result of their actions we are having to pay a lot of money to supply their omissions and so that they can have work Navantia, Ferrol and Cartagena ', has settled the minister. </p> <p> Robles has also alluded to the' omissions ', the' unforeseen 'and the 'Secret clauses' that have been found in the Ministry of Defense, without her having publicly criticized her predecessors for understanding that the Defense is a 'State policy'. </p> <p>  'It puts the State at risk'  </p> <p> Tarno, who has warned her that she 'should not be' in charge of this ministry because 'she is putting the State at risk', has accused her of having 'endangered' the sale of the corvettes to Saudi Arabia by wanting to cancel 'a counter to absolutely legal 'for political and ideological reasons'. </p> <p> And after reminding him that it had to be corrected by the President of the Government, Pedro Sánchez, he has reproached him for not having his confidence, nor that of his parliamentary group or the PSOE, so she has invited him to step down as minister. </p>","The PP deputy Ricardo Tarno said Wednesday to the Minister of Defense, Margarita Robles , that 'mayb..."
videos,Ojeda: 'Is Griezmann still hospitalized ... or has he been discharged after the Ramos racket?',ojeda-is-griezmann-still-hospitalized-or-has-he-been-discharged-after-the-ramos-racket,http://i.ytimg.com/vi/TLBVplB3PCE/hqdefault.jpg,Ojeda: 'Is Griezmann still hospitalized ... or has he been discharged after the Ramos racket?',"<p> <strong> Álvaro Ojeda </strong> analyzes the tremendous zasca that hit him on Tuesday <strong> Sergio Ramos </strong> to a grown <strong> Antoine Griezmann </strong>, who said he is already eating 'in the same table 'that <strong> Cristiano Ronaldo </strong> or <strong> Leo Messi </strong>. 'Ignorance is very daring,' replied the captain of Real Madrid. </p>",Álvaro Ojeda analyzes the tremendous zasca that hit him on Tuesday Sergio Ramos to a grown Antoine G...
Spain,"Married to Sánchez: 'There is evidence to show their lies, call elections as soon as possible'",married-to-sanchez-there-is-evidence-to-show-their-lies-call-elections-as-soon-as-possible,https://cdn.pixabay.com/photo/2016/11/10/06/17/marry-1813571_960_720.jpg,"Married to Sánchez: 'There is evidence to show their lies, call elections as soon as possible'","<p> The president of the PP, <strong> Pablo Casado </strong>, has demanded on Tuesday the head of the Executive, <strong> Pedro Sánchez </strong>, to call general elections 'as soon as possible', since, according to he has said, he walks 'on the back of lies and authoritarianism'. The President of the Government has accused the Popular Party of opposing himself. </p> <p> Casado has chosen for his second question of control to the Government in Congress the same question that in his day made Sanchez himself to Mariano Rajoy during the debate of the motion of censure that threw the PP of the Government. Thus, he has asked him to explain 'what else has to happen' so that he understands that his presence in La Moncloa is 'harmful' and a 'burden' for the country. </p> <p> The PP leader has alluded to the fact that one of the anti-plagiarism companies that Moncloa appealed to has detected a 21% duplicate content in Sánchez's thesis and has confirmed that the PP will make him appear in the Senate, since he does not want to do it in the lower house. p> <p> In addition, has described as 'fraud of law' that the Socialist Executive wants to 'muzzle' the Senate using a rule on gender violence to put the reform that would nullify the veto of the Senate to the ceiling of expenditure and has advanced that the Popular Group will appeal in amparo. 'It's not that your government does not advance, it's that it falls apart,' he exclaimed. </p> <p>  'Be a Democrat'  </p> <p > Sanchez has stated that the PSOE wants to 'modify an anachronistic law' in the political system, such as the Budget Stability Law 'granting a power of veto to the Senate that has no other law'. As he has added, they want to 'unblock a debate' that is 'necessary' in Congress, where it has a 'parliamentary majority behind'. 'Be a democrat and unblock the debate d of the Budget Stability Law in Congress,' he has claimed, to accuse the PP of opposing himself. </p> <p> Likewise, Sánchez has presumed that leads 'economic growth in Europe' and that this growth is being redistributed among the social majority 'recovering' universal public health, 'struggling against job insecurity' or 'reversing the cuts in public education.' In their opinion, they act in 'everyone's benefit', 'vote who they vote for and think what they think'. </p>","The president of the PP, Pablo Casado , has demanded on Tuesday the head of the Executive, Pedro Sán..."
economy,This is how good naming is chosen,this-is-how-good-naming-is-chosen,https://okdiario.com/img/2018/04/04/como-quitar-la-proteccion-contra-escritura-de-un-pendrive-655x368.jpg,This is how good naming is chosen,"<p> The name of a company is your business card, the first thing we heard about it, before and all of receiving information about your product or service. It is not, therefore, a secondary aspect, but quite the opposite. A bad name can cause rejection, although the product really meets our needs and preferences. </p> <p> For that reason, one of the main decisions of every entrepreneur when he starts is to choose correctly under what name will be announced . To understand the great relevance of this aspect, we can find larger companies that come to carry out market studies in which they propose different names and choose the one that has had a greater acceptance among the ones they consider their potential audience. </p> <p> A good name must have the following characteristics: 
Easy to remember: consumers receive a lot of impacts during the day. Therefore, the name must be simple, with a pleasant sound and not very long. In the same way, it must incorporate some element that allows it to be differentiated from other names of other brands. </p>","The name of a company is your business card, the first thing we heard about it, before and all of re..."
economy,The key to the success of a lovemark strategy,the-key-to-the-success-of-a-lovemark-strategy,https://okdiario.com/img/2018/05/03/microempresa-655x368.jpg,The key to the success of a lovemark strategy,"<p> Marketing strategies have evolved in a very important way during the last years. Some time ago, special emphasis was placed on presenting the product and the characteristics and benefits that it brought. Now, at present, this fact is not considered differentiating. </p> <p> First, because the consumer considers that it is a minimum that every product must comply with. Then, due to the large presence of companies that offer very similar products that meet the same needs. To finish, social networks have increased the need for contact between agents, who have raised their level of demand. </p> <p> Thus, a differential aspect is to generate an emotion in the target audience that increases the link of the customer with the brand. This is the goal of the lovemark: that the consumer 'wants' the brand from an emotional point of view, in this way, to ensure their loyalty and acting as a positive prescriber. </p> <p> The recommended points to follow for Achieving success through a lovemark strategy are the following: </p>","Marketing strategies have evolved in a very important way during the last years. Some time ago, spec..."
economy,The 'eco' potitos of the Spanish startup Smileat conquer Asia,the-eco-potitos-of-the-spanish-startup-smileat-conquer-asia,https://okdiario.com/img/2018/06/02/alberto-jimenez-y-javier-quintanilla-fundadores-de-smileat-655x368.jpg,The 'eco' potitos of the Spanish startup Smileat conquer Asia,"<p> After having conquered the Spanish supermarkets, the <strong> green pots of the  startup  Smileat </strong> cross the pond to land in Asia. The infant feeding company, which built its foundations in our country, has started to sell its  eco  products in <strong> Kuwait and Hong Kong </strong> </strong>. </p> <p > The linear of  City Super , the distribution chain in Hong Kong, already have these potitos with Spanish stamp while the company continues with its settlement in <strong> European countries. </strong> Its international expansion and the good reception in Spain allowed <strong> to close 2017 with an increase of more than 300% of its turnover </strong>, until exceeding one million euros - comparing it with data from the previous year. </p> <p> Its goal is for the Smileat jars to reach <strong> all corners of the world </strong>, but they want to consolidate in the markets where it is already present: <strong> France, Portugal, Poland </strong> ... ' international plan we want to consolidate ourselves in those countries where Smileat is already sold <strong> before opening up to others markets ', </strong> explains Alberto Jiménez, co-founder of Smileat. </p> <p> Since its birth to date, Smileat has grown by leaps and bounds. So much so that a gap has been made between the leaders of the distribution, such as Nestlé, Nutribén and Hero, and <strong> 16% of the organic baby food market </strong>. </p> <p> Su goal is to continue growing in our country and become market leaders. 'Our goal in Spain is to <strong> increase market share </strong>, which grows by leaps and bounds, through a strategy based on <strong> continuing to enter large stores and open sales channels </strong> not traditional, where historically no ecological infant feeding is offered, assures Jiménez. </p> <p> Smileat is already present in the large department stores like <strong> El Corte Inglés, Hipercor, Alcampo and Carrefour, Eroski, Caprabo and Vegalsa </strong> (Galicia). Now, it has expanded its radius and reaches <strong> 1,700 points of sale </strong> in Spain as organic stores, herbalists, pharmacies and  online  stores, like Amazon. </p> <p> In addition to distribution chains, pharmacies already have their  eco  products. 'Smileat has managed to appear in the  IMS Health , the index that measures <strong> sales in Spanish pharmacies, </strong> being the baby food brand that has grown the most in 2017 to 2018 ', they say. </p> <p> All their products are made in Navarra and the founders boast of natural ingredients. They are made 'with a raw material from Spanish organic agriculture and livestock, without the use of thickeners, dyes, sugar or added salt'. </p> <p> The shopping basket of Spaniards is getting healthier and more numerous Studies, like the latest Nielsen consultancy report, point out that <strong> vegetable alternatives </strong> and <strong> growth of fresh products </strong> is becoming more and more noticeable. This buying habit has also reached this segment of the food industry and today, the chains that distribute children's food products also <strong> worry about being more  healthy.  </strong> </p>","After having conquered the Spanish supermarkets, the green pots of the startup Smileat cross the pon..."
economy,'Goodbye' duties: the 'startup' Task & Time creates an algorithm to organize student tasks,goodbye-duties-the-startup-task-time-creates-an-algorithm-to-organize-student-tasks,https://okdiario.com/img/2018/05/27/foto-fundador-de-tasktime-2105-655x368.jpg,'Goodbye' duties: the 'startup' Task & Time creates an algorithm to organize student tasks,"<p> Imagine your time as <strong> students </strong> Beyond the expected time of recess, there were classes in Language and Literature, Mathematics or History. Most of them, despite not sharing content, had something in common: they ended up with a <strong> list of duties </strong> to implement the lesson learned. To put an end to the excess of tasks in the classrooms, a Spanish teacher has created an algorithm that allows <strong> teachers to coordinate to send homework. </strong> </p> <p> Luis Álvarez, along with engineer José María Guillén, have created Task & Time, <strong> a  startup  with a Spanish stamp </strong> that opens the door to a new way of teaching in the classroom. 'The tool enables the <strong> measurement of the workload of the studies with the Bologna Plan </strong>. It allows teachers to coordinate when sending homework to their students, 'explain its founders. </p> <p> To coordinate, the faculty has to decide <strong> what is the maximum volume of duties appropriate for each course </strong>, the <strong> frequency of breaks and their size </strong>. 'These variables are what create a virtual student that, in a general way, represents the class as a whole in each course'. </p> <p> After the teachers' consensus, they begin to introduce in a mobile application the tasks that they send their students daily. The App becomes a virtual calendar that also measures the estimated workload, diagnoses the causes of overloads and alerts teachers when the volume of work is very high for students. </p> <p> 'El Professor will always be able to see to what extent he is causing the overflows and adjusts to the decisions of the faculty on the duties ', explains the creator of the app. </p> <p> The application of Task & Time, <strong>  StudyTask , </strong> is designed to be implemented in the centers of <strong> higher education. </strong> In fact, one of its great achievements during this journey has been that a research team at the University Complutense <strong> has been interested in the proposal for its research. </strong> </p> <p> The <strong> Bologna Plan </strong> introduced a new European credit system (ECTS) in Spanish universities where the number of hours of <strong> compulsory attendance </strong> ac is taken into account Lase like those who should work outside the classroom (attending seminars, doing work, study hours, etc.). </p> <p> A system that <strong> from the Alvarez algorithm look with lup </strong> a , since it is able to determine if the number of hours that has been granted to each grade credit is officially fixed or not and measures whether the workload that has been established for each subject makes sense or does not. </p> <p> 'This application promises to revolutionize a system in which, at the moment, there is no clear and objective way to measure the performance of the student according to the hours of work that have been determined, nor technical means to coordinate the teachers so that students have a reasonable time to do it as expected, 'they explain. </p>","Imagine your time as students Beyond the expected time of recess, there were classes in Language and..."
economy,This is how a 'storytelling' is configured,this-is-how-a-storytelling-is-configured,https://okdiario.com/img/2018/05/31/captura-de-pantalla-2018-05-31-a-las-18.49.25-655x368.png,This is how a 'storytelling' is configured,"<p> Generating attractive stories is one of the main objectives of the marketing department. Through them, an emotion is created in the target audience that allows an approach and linkage that goes beyond the needs that the product can reach. </p> <p> Before showing the story, its creators realize all previous work that involves hours and hours of research, study and determination. The final result of this process is a storytelling. </p> <p> The aspects to take into account to make a storytelling are the following: </p>",Generating attractive stories is one of the main objectives of the marketing department. Through the...
economy,What is content marketing?,what-is-content-marketing,https://okdiario.com/img/2018/04/23/como-hacer-marketing-mix-655x368.jpg,What is content marketing?,"<p> Currently, we find a large number of companies that offer very similar products that are intended for the same target audience. In this situation, companies are forced to find other ways to differentiate and generate value. </p> <p> One of them is to create and generate stories and contents that allow the public to associate the company with shared values and considered positive. This is what the so-called content marketing is responsible for. </p> <p> The aspects that specialists in this marketing discipline must work on are the following: </p>","Currently, we find a large number of companies that offer very similar products that are intended fo..."
Spain,The Government willing to limit official secrets to 25 years pushed by the PNV,the-government-willing-to-limit-official-secrets-to-25-years-pushed-by-the-pnv,http://www.publicdomainpictures.net/pictures/60000/nahled/us-capitol-building.jpg,The Government willing to limit official secrets to 25 years pushed by the PNV,"<p> The President of the Government, <strong> Pedro Sánchez </strong>, has confirmed on Wednesday the will of the Executive to limit what he considers an 'extensive' use of the classification of documents as an official secret and the spokesman of the PNV in the Congress, <strong> Aitor Esteban </strong>, has challenged him to demonstrate it by speeding up the reform of the law that has been stuck in Congress for two years. </p> <p> 'We agree to reform the law of <strong> > official secrets </strong>, we believe that it is legislation that comes from the pre-constitutional period, 'Sánchez assured in the Plenary Session of the Congress during the control session to the Government, where he has shown his conviction that the parliamentary groups will be able to reach a agreement on the deadlines for declassification of documents or the exceptions that must be applied for national security. </p> <p> In addition, it has confirmed that the Government is studying that the first step is to authorize the consultation of documents kept they give in the Military General Archive of Ávila, something that has not satisfied the PNV, which has asked him to go 'beyond'. </p> <p> In this sense, the Chief Executive recalled that now it is going to modify in the Parliament the law of Historical Memory, where it believes that the parties can reach a 'global consensus'. 'Let truth commissions and open the archives,' Esteban asked, who recalled that the PNV presented two years ago a proposal to reform the law of official secrets and the initiative is still standing in the paper that should discuss his article. </p> <p> The spokesman of the Basque group recalled that the law on official secrets dates from 1968 and then there are two agreements, from 1986 and 2010, that make it an 'abusive and intensive' interpretation; so he has asked Sanchez to repeal these two rules and facilitate the reform of the law. </p> <p> Esteban believes that historians and researchers should be given the consultation of all the documents so far secret so that later they 'write down their vision', before the conviction that 'to a general vision sure that it is not arrived'. 'Let's open the archives and then the researchers with those documents write,' he insisted. </p>","The President of the Government, Pedro Sánchez , has confirmed on Wednesday the will of the Executiv..."
economy,Trade unions ask by letter to meet with Batet 'as soon as possible',trade-unions-ask-by-letter-to-meet-with-batet-as-soon-as-possible,https://okdiario.com/img/2017/08/12/meritxell-batet-655x368.jpg,Trade unions ask by letter to meet with Batet 'as soon as possible',"<p> <strong> The unions CCOO, UGT and CSIF </strong> have asked in a letter sent to the new Minister of Territorial Policy and Public Service, Meritxell Batet, <strong> a meeting 'as soon as possible' to address the public employment </strong>, since it assumes the competencies of Public Function, which until now were in the Ministry of Finance. </p> <p> As explained this Thursday the union UGT in a statement, the objective of the meeting would be discuss the content of the agreement on <strong> improvement of public employment and the working conditions of civil servants </strong>, signed in March 2017, as well as its application and development in the different administrations. </p> <p> The unions demand in the letter to resume the agreed lines of work and improve social dialogue, as well as recover working conditions, working hours or rights eliminated. </p> <p> Meanwhile, the general secretary of FeSP-UGT, Julio Lacuerda , has relied on maintaining an encounter with the Inistra so that the agreement 'does not suffer any delay in its application.' He added that 'governments can change, but agreements must be maintained'. </p>","The unions CCOO, UGT and CSIF have asked in a letter sent to the new Minister of Territorial Policy ..."
economy,Caroline Ladousse: 'I founded COMETA because I wanted to help people discover their talent',caroline-ladousse-i-founded-cometa-because-i-wanted-to-help-people-discover-their-talent,https://okdiario.com/img/2018/06/08/caro-2-1-655x368.jpg,Caroline Ladousse: 'I founded COMETA because I wanted to help people discover their talent',"<p> Although <strong> Caroline Ladousse </strong> took her first steps in Paris, where she studied Humanities, she fell in love with <strong> Madrid </strong> when she came to study her Master in Management in <strong> social entrepreneurship . </strong> Her bars, her people and the air that breathes in the Spanish capital captivated her to <strong> raise the foundations of her company, COMETA </strong>, which aims to  give wings  to people to find their <strong> true vocation through the  Jobfulness  </strong> method based on meditation and  coaching . </p> <p> Before of founding COMETA, Caroline directed the Chair of Entrepreneurship at the business school  ESCP Europe  in Madrid. His work consisted of <strong> creating a community of entrepreneurs </strong> and teaching, through experiences, to foster his entrepreneurial spirit. But, one day he realized that <strong> his work did not bring him everything he wanted. </strong> </p> <p> 'Cometa started in May 2016 because I wanted to do more of those things that made me <strong> vibrate </strong>. And, this is helping transform people. <strong> Help them to realize their talents </strong> to start a life that really belongs to them, 'says the founder to OKDIARIO. </p> <p> She only needed one question to bet on her dream:' What do I have to lose? Not much. When I finished my personal introspection process, through meditation and  coaching , <strong> I was aware of my talents and my deep aspirations </strong> and I felt aligned with my entrepreneurial project '. </p> <p> The first step to jump into the pool was <strong> to be aware of what I could lose </strong> and what I was willing to lose. 'Salary, time for me, stability, prestige ... I told myself' <strong> I'm going to try it for 18 months and then we'll see </strong> '. And after more than eighteen months, here he continues, helping more people. </p> <p> To do so he has created a method called  Jobfulness:  'is a <strong> holistic methodology </strong> > that works from the head, the body and the emotions. It is multidisciplinary, since it unites: methodologies of <strong> entrepreneurship, meditation, psychology,  coaching  and art </strong> '. 
in collective formats. The key: always done in a group. </p> <p> Your closest goal: <strong> promote this concept in Spain </strong>, <strong> both in companies and in people who are unemployed. < / 'In companies, to give everyone the possibility to get involved in their work and towards people away from employment, to <strong> give them confidence in themselves </strong>'. </p> <p> Although It has been hard and he recognizes that the biggest obstacle is to disappoint his clients, <strong> COMETA is the project that he is most proud of. </strong> </p> <p> '<strong> See how the people I accompany they grow, </strong> they realize their talents and gain confidence in themselves to undertake the life that really <strong> belongs to them. Not your parents, family or friends. </strong> See how they dare to change jobs, to <strong> start a project of their own </strong>, to innovate more in their work, to get involved in an association ', is what that gives life to Caroline. </p> <p> One of the experiences that has marked him is that of Sergio, who was unemployed and realized his talent. 'He discovered the sector of  scrum , he was very interested, he corresponded very much with what he wanted to do. And now he has been trained as  scrum  master and <strong> exercises in a consultancy.  'It's the first time I've fallen in love professionally'  </strong>, he told us. '</p> <p> Ladousse does not know where he will be in twenty years. But what he does know is that he will continue to help people like Sergio, to realize his talents and to <strong> 'live the life they want to live'. </strong> </p>","Although Caroline Ladousse took her first steps in Paris, where she studied Humanities, she fell in ..."
economy,"GrowPro, the 'startup' that helps young people to 'cross the pond' to undertake their projects",growpro-the-startup-that-helps-young-people-to-cross-the-pond-to-undertake-their-projects,https://okdiario.com/img/2018/06/08/goiko-peiro-camaro-pablo-gil-brusola-australia-sydney-growpro-experience-1-655x368.jpg,"GrowPro, the 'startup' that helps young people to 'cross the pond' to undertake their projects","<p> <strong> Traveling abroad </strong> to start a new life is not easy. Visas, <strong> look for work </strong>, find a floor can be, more than a <strong> adventure, </strong> an authentic <strong> nightmare. </strong> This is what Goiko Llobet and Pablo thought Gil when they arrived in <strong> Australia </strong> six years ago: nobody helped them <strong> manage </strong> any <strong> procedures </strong> and they did not know anyone. But, sometimes, a problem becomes a solution for many and that's why they wanted to found <strong> GrowPro. </strong> </p> <p> The <strong>  startup  with a Spanish stamp </strong> was born with one goal: to make it easier for people who want to cross the pond to <strong> undertake their projects. </strong> 'At GrowPro we saw the need to <strong> help people who wanted to live an experience like ours </strong> and help them precisely in the management of all these procedures ', tells OKDIARIO Goiko Llobet, co-founder of Growpro Experience. </p> <p> Since then, together with his other partner Pere Rubies, They have managed to <strong> take more than 4,000 young people to live abroad. </strong> Most are between 22 and 27 years old and <strong> 60% are women </strong>, although their motivations to start from scratch are very different: 'in general they want <strong> to improve their English level </strong>, your <strong> academic training </strong>, gain work experience in a foreign country, leave your comfort zone, <strong> live a different experience </strong>, make a change in your life or simply <strong> Explore the world </strong>, 'Llobet explains. </p> <p> Young people's favorite destination is <strong> Australia </strong>. 'The good weather, the possibility of working while you study and the relaxed <strong> lifestyle </strong> are still factors that attract a lot,' says the GrowPro co-founder. However, there is another place that is  treading on the heels : <strong> Vancouver, in Canada. </strong> </p> <p> Once the point is placed on the map, GrowPro comes into action. The <strong> company acts as a link between students and institutions </strong> who 'participate in this international experience: schools and universities, health insurance, <strong> immigration departments </strong>. We advise them on the course and the destination they choose, we <strong> manage all the procedures with the school </strong> and also l <strong> to process the student visa </strong>, since we have a department of very qualified visas. '</p> <p> The adventure does not end here: the  startup  holds events so that the student feels <strong> at home. 'It's hard to appear 17,000 km from home, the initial accompaniment is very important.' </strong> In addition, they have a group of <strong> Facebook </strong> with their student community in case someone has a problem, resolve it with everyone's help. </p> <p> Sometimes, young people do not They seek to study and prefer to improve their level of English by working. The <strong> sectors </strong> where they find employment are: <strong> hospitality, home delivery, kitchen assistants </strong>,  aupair  /  babysitter.  </p> <p> Your goal is to reach other corners of the world. But, before they have stopped on the road to carry out a different project. Between study and employment, the <strong> solidarity projects </strong> manage to gain a foothold: in June, a <strong> volunteer with children in a favela starts in Hout Bay </strong>, a coastal town near Ciudad Cape (South Africa). </p> <p> GrowPro has grown at the speed of light. Last year, they closed with more than <strong> 1.7 million turnover </strong> and in April they have already reached half of this figure. Therefore, <strong> expect to close 2018 with a turnover of 2.5 million. </strong> </p>","Traveling abroad to start a new life is not easy. Visas, look for work , find a floor can be, more t..."
economy,"Gloria Gubianas: 'I encourage you to consider the value of social, environmental and economic sustainability'",gloria-gubianas-i-encourage-you-to-consider-the-value-of-social-environmental-and-economic-sustainability,https://okdiario.com/img/2018/06/15/mochila-655x368.jpg,"Gloria Gubianas: 'I encourage you to consider the value of social, environmental and economic sustainability'","<p> Although I wanted to study medicine, a tenth in the cut note wanted his steps to be another way <strong>. Gloria Gubianas </strong> <strong> finished the </strong> Leadership, Entrepreneurship and Innovation <strong> course six months ago </strong> and already has <strong> two companies on the scoreboard: Sheedo and Hemper. </strong> </p> <p> Sheedo is dedicated to the manufacture of  plantable  paper with seeds and Hemper is a brand of fashion accessories made with hemp. Although they are framed in different sectors, they have a <strong> common denominator </strong>: <strong> the commitment to society and the environment </strong>. 'We understand that we can change the world through a positive, social, ecological and economic impact <strong> in our entire value chain </strong>: from the production, the team and our community of customers,' explains co-founder Gloria Gubianas. </p> <p> For Gubianas, the <strong> business world </strong> must change and <strong> put aside the horizontal system </strong> 'in which we live: exploit resources to make products, </strong> produced by exploited people </strong>, distribute it here and then use it for two days and throw it away '. The co-founder of Sheedo and Hemper encourages all those 'brave' that are launched to undertake to integrate the <strong> values ​​of social, environmental and economic sustainability in everything they do </strong>. And that really have a purpose, 'he emphasizes. </p> <p> Precisely, he recognizes that <strong> what he likes most about his work is' to feel that we are changing things '</strong>, besides surrounding himself of people with the same desire to do it and with the same values. </p> <p> The origin is in <strong> Nepal. </strong> A trip to eighteen years to that country changed his life and supposed a before and after 'I left the bubble in which we live and I realized that <strong> life goes a little beyond having a job and a social position. </strong> I realized that you can be happy with little and also that <strong> there are many things to change in the system in which we live </strong> ', he says. </p> <p> His people and all corners of this country inspired Gloria to launch their projects and contribute to the country. His latest initiative <strong>  #envuelvelomejor,  de Hemper </strong> 'aims to raise awareness of the environmental impact of the <strong>  packaging  </strong> of the trade  online . Our proposal is <strong> bags of rice reused from Nepal </strong> as  packaging  and can then be <strong> reused as shopping bags </strong>. In this way, we are contributing to the fact that in Nepal there is less waste in the rivers, streets and landfills where most of these bags end. '</p> <p> Gubianas recognizes that, for the moment, he has no more projects in mind. and that his goal is to strengthen Sheedo and Hemper. 'Mainly scaling the two projects, <strong> internationalize and settle them over time </strong>', points out. </p> <p> The co-founder of these two  startups  has overcome many obstacles , he says, but no gender barrier. 'It has not been difficult to be a woman in a business world. Moreover, within the social entrepreneurial world and in which we move, <strong> there are facilities and programs that help boost women entrepreneurs </strong>. '</p> <p> There are still many challenges to be met . And, although he does not know where he will be in twenty years, N <strong> epal always enters his plans. </strong> </p>","Although I wanted to study medicine, a tenth in the cut note wanted his steps to be another way . Gl..."
economy,A robot against bullying: the day when Artificial Intelligence fights bullying,a-robot-against-bullying-the-day-when-artificial-intelligence-fights-bullying,https://cdn.thingiverse.com/renders/62/9e/ba/07/9c/poppy-robot-8_preview_featured.jpg,A robot against bullying: the day when Artificial Intelligence fights bullying,"<p> <strong> Bullying </strong> continues to be a reality in the Spanish classrooms of the 21st century. To deal with the monster, the <strong>  startup  </strong> <strong> KIO-AI </strong> has created the Snow robot, an android that has the ability to <strong> detect cases of  bullying  in the classrooms </strong> and give <strong> solutions for its prevention </strong> </p> <p> But,  Snow  is the last step of a meticulous process. The company launched the <strong> WatsomApp </strong> project, an  online  platform that works in educational centers and allows <strong>, through the game, to detect profiles within the conflict </strong>: the harassed, the harasser, the group leaders, the passive and active observers and the excellent mediator. </p> <p> 'The children pass different neutral games that give a <strong> algorithmic information </strong> to know what these profiles are. A relations sociogram is created and <strong> the center has a very relevant information </strong> e, that will be able to analyze to take actions, that we will also <strong> provide in the tool </strong> to that a <strong> positive coexistence </strong> occurs, 'explains Gustavo Beltrán, CEO of WatsomApp. </p> <p> The robot appears on the scene once the youngest have been identified.  Snow,  with artificial intelligence, is able to <strong> aber what profile the child has </strong> with which he talks through the screens developed with the <strong>  software  from IBM </strong>. 'If it's a child who is being bullied, it comforts and advises. If the profile is that of the harasser, try <strong> to make the child aware of the damage he can do </strong>, 'says Beltrán. </p> <p> This snow-colored android, with a height of just over a meter and which is characterized by its sympathy, has already reached the classrooms of the Santa Maria del Naranco School in Oviedo (Asturias) and already <strong> is preparing its disembarkation in fourteen centers in Spain from September </strong>. </p> <p> In addition,  Snow  has already crossed the pond and has reached the classrooms of <strong> Peru </strong> and wants to reach other parts of South America. 'We have also received interest from <strong> Bucharest (Romania), </strong> it only takes <strong> to adapt the languages ​​</strong> and the main cultural characteristics of each country.' </p> <p> Harassment school remains a reality in Spain. <strong> 4% of students are victims of  bullying  </strong>, according to data from the Ministry of Education. A figure that increases if we take into account the figures of the ANAR foundation, which states that <strong> one in three children say that this problem exists in their class </strong>. </p> <p> The data made Skip Beltran's alarm and his team. 'You have to align your <strong> vital vision with the business vision </strong>. I looked in the mirror and thought: what do I want to do in this life? Generate value to society. I set out to create creative solutions to help in this problem. What matters most to us is the students, the families and the community. <Strong> Our vision is to improve the world </strong> '. </p>",Bullying continues to be a reality in the Spanish classrooms of the 21st century. To deal with the m...
